ITEMë²ˆí˜¸	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	LIMIT_TYPE0	LIMIT_VALUE0	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4
34259	Costume Ténébreux	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	150	20	0	360	0	41647	0
34269	Armure Ténébreuse(S)	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	150	20	0	360	0	41647	0
34279	Robe Ténébreuse	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	150	20	0	360	0	41647	0
34289	Heaume Ténébreux	ITEM_ARMOR	ARMOR_HEAD	1	NONE	LEVEL	150	10	0	210	0	0	0
34299	Bouclier Ténébreux	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	LEVEL	150	0	0	275	0	0	0
34309	Collier Ténébreux	ITEM_ARMOR	ARMOR_NECK	1	NONE	LEVEL	150	10	0	0	0	0	0
34319	Bracelet Ténébreux	ITEM_ARMOR	ARMOR_WRIST	1	NONE	LEVEL	150	10	0	0	0	0	0
34329	Boucles Ténébreuses	ITEM_ARMOR	ARMOR_EAR	1	NONE	LEVEL	150	10	0	0	0	0	0
34339	Chaussures Ténébreuses	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	LEVEL	150	10	0	0	0	0	0
34349	Épée Légendaire	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG	LEVEL	200	0	0	800	900	1000	1100
34359	Lance Légendaire	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	200	0	0	0	0	1200	1300
34369	Lame Légendaire	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_MUSA | ANTI_ASSASSIN	LEVEL	200	0	0	1000	1100	800	900
34379	Dagues Légendaire	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	200	0	0	800	900	1000	1100
34389	Arc Légendaire	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	200	0	0	700	800	1300	1400
34399	Gong Légendaire	ITEM_WEAPON	WEAPON_BELL	1	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	200	0	0	900	1000	1000	1100
34409	Éventail Légendaire	ITEM_WEAPON	WEAPON_FAN	1	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	200	0	0	1000	1100	900	1000
34419	Armure Légendaire(G)	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	200	25	0	540	0	41648	0
34429	Costume Légendaire	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	200	25	0	540	0	41648	0
34439	Armure Légendaire(S)	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	200	25	0	540	0	41648	0
34449	Robe Légendaire	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	200	25	0	540	0	41648	0
34459	Heaume Légendaire	ITEM_ARMOR	ARMOR_HEAD	1	NONE	LEVEL	200	15	0	210	0	0	0
34469	Bouclier Légendaire	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	LEVEL	200	0	0	275	0	0	0
34479	Collier Légendaire	ITEM_ARMOR	ARMOR_NECK	1	NONE	LEVEL	200	15	0	0	0	0	0
34489	Bracelet Légendaire	ITEM_ARMOR	ARMOR_WRIST	1	NONE	LEVEL	200	15	0	0	0	0	0
34499	Boucles Légendaire	ITEM_ARMOR	ARMOR_EAR	1	NONE	LEVEL	200	15	0	0	0	0	0
34509	Chaussures Légendaire	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	LEVEL	200	15	0	0	0	0	0
35000	¾àÃÊ	ITEM_MATERIAL	MATERIAL_LEATHER	1	ANTI_MYSHOP | ANTI_GIVE | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
35001	È£¶ûÀÌÀÇ°£	ITEM_MATERIAL	MATERIAL_LEATHER	1	ANTI_MYSHOP | ANTI_GIVE | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
36000	Anti Exp	ITEM_QUEST	0	1	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
36001	Changement de nom (famillier)	ITEM_MATERIAL	MATERIAL_LEATHER	1	ANTI_STACK | ANTI_SELL	LIMIT_NONE	0	0	0	0	0	0	0
38002	Tombola_ticket_today	ITEM_NONE	0	0	NONE	LIMIT_NONE	0	0	0	0	0	0	0
38003	Tombola_ticket_tomorrow	ITEM_NONE	0	0	NONE	LIMIT_NONE	0	0	0	0	0	0	0
38004	Tombola_reroll	ITEM_NONE	0	0	NONE	LIMIT_NONE	0	0	0	0	0	0	0
38005	TombolaPP_spin	ITEM_NONE	0	0	NONE	LIMIT_NONE	0	0	0	0	0	0	0
38006	Momo-Reroll	ITEM_NONE	0	0	NONE	LIMIT_NONE	0	0	0	0	0	0	0
38010	MoMo-Yang	ITEM_QUEST	0	1	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
38011	Merge-Yang	ITEM_QUEST	0	1	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
38050	TigerMysteryBox	ITEM_GIFTBOX	0	1	ANTI_STACK | ANTI_SELL	LIMIT_NONE	0	0	0	0	0	0	0
38051	TigerRewardBox	ITEM_GIFTBOX	0	1	ANTI_MYSHOP | ANTI_GIVE | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
38052	ÀÌÆÄÀÇ »óÀÚ	ITEM_GIFTBOX	0	1	ANTI_STACK | ANTI_SELL	LIMIT_NONE	0	0	0	0	0	0	0
38053	ÀÌÆÄÀÇ »óÀÚ	ITEM_GIFTBOX	0	1	ANTI_STACK | ANTI_SELL	LIMIT_NONE	0	0	0	0	0	0	0
38054	ÀÌÆÄÀÇ »óÀÚ	ITEM_QUEST	0	1	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
38055	X_Mas_Pet_Box	ITEM_GIFTBOX	0	1	ANTI_STACK | ANTI_SELL	LIMIT_NONE	0	0	0	0	0	0	0
38056	ÀÌÆÄÀÇ »óÀÚ	ITEM_QUEST	0	1	ANTI_STACK | ANTI_SELL	LIMIT_NONE	0	0	0	0	0	0	0
38057	ÀÌÆÄÀÇ »óÀÚ	ITEM_QUEST	0	1	ANTI_STACK | ANTI_SELL	LIMIT_NONE	0	0	0	0	0	0	0
38100	ÀÌÆÄÀÇ »óÀÚ	ITEM_QUEST	0	1	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
38101	ÀÌÆÄÀÇ »óÀÚ	ITEM_QUEST	0	1	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
38102	ÀÌÆÄÀÇ »óÀÚ	ITEM_QUEST	0	1	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
38200	¾Æ±âÀü°©¶û¼ÒÈ¯ÆÐ	ITEM_QUEST	0	1	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	600	0	0	0	0
38201	¾Æ±âÀü°©¶û¼ÒÈ¯ÆÐ	ITEM_QUEST	0	1	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	REAL_TIME_FIRST_USE	2592000	0	600	0	0	0	0
39001	ÇöÃ¶	ITEM_USE	USE_TUNING	1	NONE	LIMIT_NONE	0	0	1	0	0	0	0
39002	°æÇèÀÇ¹ÝÁö	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_STACK | ANTI_SELL	REAL_TIME	3600	0	60	0	0	0	0
39003	µµÈ­ÁÖ	ITEM_USE	USE_POTION_NODELAY	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	500	0	0	0	0
39004	Orbe de bénédiction	ITEM_USE	USE_ADD_ATTRIBUTE2	1	NONE	LIMIT_NONE	0	0	0	0	0	0	0
39005	¸¸³âÇÑÃ¶	ITEM_SPECIAL	SPECIAL_MAP	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
39006	¿ë±âÀÇ ¸ÁÅä	ITEM_USE	USE_SPECIAL	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	60	20	0	0	0
39007	¾ß°øÀÇ ºñÀü¼­	ITEM_USE	USE_TUNING	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	4	0	0	0	0
39008	ÁÖ¾È¼ú¼­	ITEM_USE	USE_AFFECT	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	513	0	0	536870911	0
39009	½ºÅ³ÃÊ±âÈ­¹®¼­	ITEM_QUEST	0	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
39010	Äè¼ÓÁÖ	ITEM_USE	USE_AFFECT	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	510	7	10	1800	0
39011	»ý¸íÀÇ È¯	ITEM_USE	USE_POTION_NODELAY	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	100	0
39012	Á¤½ÅÀÇ È¯	ITEM_USE	USE_POTION_NODELAY	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	100
39013	¿ë½ÅÀÇ È¯	ITEM_USE	USE_POTION_NODELAY	1	ANTI_MYSHOP | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	100	100
39014	¹«½ÅÀÇ Ãàº¹¼­	ITEM_USE	USE_TUNING	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	3	0	0	0	0
39015	¾ß°ø¼®	ITEM_USE	USE_SPECIAL	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
39016	ÇöÃ¶	ITEM_SPECIAL	SPECIAL_MAP	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
39017	Vie du Dieu Dragon	ITEM_USE	USE_AFFECT	1	ANTI_SELL	LIMIT_NONE	0	0	510	69	20	1800	0
39018	Attaque du Dieu Dragon	ITEM_USE	USE_AFFECT	1	ANTI_SELL	LIMIT_NONE	0	0	510	64	20	1800	0
39019	Intelligence du Dieu Dragon	ITEM_USE	USE_AFFECT	1	ANTI_SELL	LIMIT_NONE	0	0	510	70	20	1800	0
39020	Defense du Dieu Dragon	ITEM_USE	USE_AFFECT	1	ANTI_SELL	LIMIT_NONE	0	0	510	65	20	1800	0
39021	Aide du Dieu Dragon	ITEM_USE	USE_SPECIAL	1	ANTI_SELL	LIMIT_NONE	0	0	0	0	0	0	0
39022	¿ë½ÅÀÇ Ãàº¹¼­	ITEM_USE	USE_TUNING	1	ANTI_SELL	LIMIT_NONE	0	0	2	0	0	0	0
39023	ÇöÈ¤ÀÇ ¹°¾à	ITEM_QUEST	0	1	ANTI_MYSHOP | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
39024	Attaque critique	ITEM_USE	USE_AFFECT	1	ANTI_MYSHOP | ANTI_SELL	LIMIT_NONE	0	0	510	15	20	600	0
39025	Attaque percante	ITEM_USE	USE_AFFECT	1	ANTI_MYSHOP | ANTI_SELL	LIMIT_NONE	0	0	510	16	20	600	0
39026	ÀÌ¼ÓÁÖ	ITEM_USE	USE_ABILITY_UP	1	ANTI_MYSHOP | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	8	1800	60	0	0
39027	°øÃ´ºñ¼­	ITEM_USE	USE_CLEAN_SOCKET	1	NONE	LIMIT_NONE	0	0	0	0	0	0	0
39028	Àç°æºñ¼­	ITEM_USE	USE_CHANGE_ATTRIBUTE	1	ANTI_MYSHOP | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
39029	Àç°¡ºñ¼­	ITEM_USE	USE_ADD_ATTRIBUTE	1	ANTI_MYSHOP | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
39030	¼±ÀÎÀÇ ±³ÈÆ	ITEM_USE	USE_AFFECT	1	NONE	LIMIT_NONE	0	0	512	0	0	536870911	0
39031	¼Ó¿µÁÖ	ITEM_USE	USE_AFFECT	1	ANTI_MYSHOP | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	510	9	20	1800	0
39032	Ãµµµº¹¼þ¾Æ	ITEM_USE	USE_SPECIAL	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	2000	8	0	0	0
39033	Å»¼®¼­	ITEM_USE	USE_SPECIAL	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
39034	°¢¼³ÅÁ	ITEM_SPECIAL	SPECIAL_MAP	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
39035	±Ý°­°æ	ITEM_SPECIAL	SPECIAL_MAP	1	ANTI_MYSHOP | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	0	0	0	0	0
39036	¹Ù¶÷ÀÇ ½Å¹ß	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	1800	0	0	0	0
39037	È­·æÀÇ Ãàº¹(¼Ò)	ITEM_USE	USE_SPECIAL	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	1000000	0	0	0	0
39038	È­·æÀÇ Ãàº¹(Áß)	ITEM_USE	USE_SPECIAL	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	3000000	0	0	0	0
39039	È­·æÀÇ Ãàº¹(´ë)	ITEM_USE	USE_SPECIAL	1	NONE	LIMIT_NONE	0	0	7000000	0	0	0	0
39040	¼ö·æÀÇ Ãàº¹(¼Ò)	ITEM_USE	USE_SPECIAL	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	100000	0	0	0	0
39041	¼ö·æÀÇ Ãàº¹(Áß)	ITEM_USE	USE_SPECIAL	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	300000	0	0	0	0
39042	¼ö·æÀÇ Ãàº¹(´ë)	ITEM_USE	USE_SPECIAL	1	NONE	LIMIT_NONE	0	0	700000	0	0	0	0
39043	±ÍÈ¯±â¾ïºÎ	ITEM_USE	USE_TALISMAN	1	ANTI_MYSHOP | ANTI_STACK | ANTI_SELL | ANTI_DROP	LIMIT_NONE	0	0	2	0	0	0	0
40001	Changement de race	ITEM_QUEST	0	1	NONE	LIMIT_NONE	0	0	0	0	0	0	0
40002	¸®¹ÙÀÌÀÇ ¹ÝÁö	ITEM_QUEST	0	1	NONE	LIMIT_NONE	0	0	0	0	0	0	0
40003	Åä¸£ÀÇ ¹ÝÁö	ITEM_QUEST	0	1	NONE	LIMIT_NONE	0	0	0	0	0	0	0
40004	ÀÌÅ©ÀÇ ¹ÝÁö	ITEM_QUEST	0	1	NONE	LIMIT_NONE	0	0	0	0	0	0	0
40005	¼Ò¸®³ª´Â ¹æ¿ï	ITEM_NONE	0	1	NONE	LIMIT_NONE	0	0	0	0	0	0	0
40006	¿À¶ûÄ³ ¼ö¼Û¼­	ITEM_NONE	0	1	NONE	LIMIT_NONE	0	0	0	0	0	0	0
40007	¿À¶ûÄ³ º¸½º ÆíÁö	ITEM_NONE	0	1	NONE	LIMIT_NONE	0	0	0	0	0	0	0
40008	Clé de téléportation	ITEM_QUEST	0	1	NONE	LIMIT_NONE	0	0	0	0	0	0	0
40009	Dopant famillier	ITEM_QUEST	0	1	NONE	LIMIT_NONE	0	0	0	0	0	0	0
40010	Sablier maudit	ITEM_QUEST	0	1	NONE	LIMIT_NONE	0	0	0	0	0	0	0
40101	È’ØŽ) ÕœÕµ(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	REAL_TIME_FIRST_USE	86400	0	0	0	0	0	0
40102	È’ØŽ) Õ«Ñ…(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	REAL_TIME_FIRST_USE	86400	0	0	0	0	1	0
40103	È’ØŽ) È°(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	REAL_TIME_FIRST_USE	86400	0	0	0	0	2	0
40104	È’ØŽ) ß§Ý•Ñ‹(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	REAL_TIME_FIRST_USE	86400	0	0	0	0	3	0
40105	È’ØŽ) Ú¦à ¯(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	REAL_TIME_FIRST_USE	86400	0	0	0	0	4	0
40106	È’ØŽ) ÛŽÃ¤(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	REAL_TIME_FIRST_USE	86400	0	0	0	0	5	0
40115	È’ØŽ) ÕœÕµ(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	REAL_TIME_FIRST_USE	86400	0	0	0	0	0	0
40116	È’ØŽ) Õ«Ñ…(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	REAL_TIME_FIRST_USE	86400	0	0	0	0	1	0
40117	È’ØŽ) È°(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	REAL_TIME_FIRST_USE	86400	0	0	0	0	2	0
40118	È’ØŽ) ß§Ý•Ñ‹(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	REAL_TIME_FIRST_USE	86400	0	0	0	0	3	0
40119	È’ØŽ) Ú¦à ¯(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	REAL_TIME_FIRST_USE	86400	0	0	0	0	4	0
40120	È’ØŽ) ÛŽÃ¤(Ù«)	ITEM_COSTUME	COSTUME_WEAPON	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	REAL_TIME_FIRST_USE	86400	0	0	0	0	5	0
41001	Åä³¢ÀÎÇü	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40031	0
41002	¹Ù´Ï°É	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40031	0
41003	»ç¸·ÀÇ Àü»ç	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	41649	0
41004	»ç¸·ÀÇ Àü»ç	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	41649	0
41005	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40033	0
41006	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40033	0
41007	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40034	0
41008	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40034	0
41009	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40035	0
41010	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40035	0
41011	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40036	0
41012	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40036	0
41013	Ãà±¸º¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40037	0
41014	Ãà±¸º¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40037	0
41015	Ãà±¸º¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40038	0
41016	Ãà±¸º¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40038	0
41017	Ãà±¸º¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40039	0
41018	Ãà±¸º¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40039	0
41019	Ãà±¸º¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40040	0
41020	Ãà±¸º¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40040	0
41021	º¹½Ì	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40041	0
41022	º¹½Ì	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40041	0
41023	º¹½Ì	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40042	0
41024	º¹½Ì	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40042	0
41025	º¹½Ì	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40043	0
41026	º¹½Ì	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40043	0
41027	º¹½Ì	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40044	0
41028	º¹½Ì	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40044	0
41055	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40045	0
41056	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40045	0
41057	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40046	0
41058	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_MALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40046	0
41059	Ææ½Ìº¹	ITEM_COSTUME	COSTUME_BODY	2	ANTI_STACK | ANTI_DROP | ANTI_FEMALE	REAL_TIME_FIRST_USE	2592000	0	5	0	0	40047	0
